RIGOL:DG5:CSV DATA FILE
TYPE:Arb
AMP:6.000000 Vpp
PERIOD:0.389120 S
DOTS:16384
MODE:Normal
AFG Frequency:2.569901
AWG N:0
x,y[V]
,0.409423
,0.412402
,0.412325
,0.408871
,0.376009
,0.393943
,0.390666
,0.371378
,0.359611
,0.370991
,0.347614
,0.349648
,0.328286
,0.307369
,0.320029
,0.291629
,0.295006
,0.278278
,0.278665
,0.251905
,0.238801
,0.250879
,0.220568
,0.206802
,0.198104
,0.163291
,0.142101
,0.131203
,0.110135
,0.097430
,0.079347
,0.076263
,0.050126
,0.031571
,0.017462
,0.000000
,0.006960
,0.017997
,0.014627
,0.033383
,0.048079
,0.070033
,0.084158
,0.135327
,0.159372
,0.196302
,0.254941
,0.294247
,0.337957
,0.400036
,0.475503
,0.556889
,0.714700
,0.861276
,1.061908
,1.239216
,1.441317
,1.648952
,1.867470
,2.111600
,2.335201
,2.586570
,2.790451
,2.951695
,3.000000
,2.944726
,2.821313
,2.625457
,2.463845
,2.302766
,2.193678
,2.059056
,1.928145
,1.780056
,1.611471
,1.385074
,1.180105
,0.968526
,0.756521
,0.588620
,0.425205
,0.314330
,0.212610
,0.138963
,0.083271
,0.048554
,0.048990
,0.033377
,0.056253
,0.056633
,0.087432
,0.136850
,0.165568
,0.183278
,0.214928
,0.273663
,0.292683
,0.338824
,0.370974
,0.405840
,0.429063
,0.447170
,0.477770
,0.484605
,0.512708
,0.540369
,0.549271
,0.582073
,0.597063
,0.606220
,0.625503
,0.650630
,0.645677
,0.654456
,0.685918
,0.712399
,0.703884
,0.734351
,0.741131
,0.740296
,0.760197
,0.748901
,0.770662
,0.781393
,0.806392
,0.799348
,0.790026
,0.781702
,0.766538
,0.810064
,0.799018
,0.783234
,0.775626
,0.764089
,0.772165
,0.781391
,0.774232
,0.778555
,0.796388
,0.770315
,0.780598
,0.771887
,0.770033
,0.763538
,0.760655
,0.759198
,0.746495
,0.740435
,0.742093
,0.746330
,0.751917
,0.731635
,0.734323
,0.728908
,0.725537
,0.725370
,0.738175
,0.748414
,0.724811
,0.703931
,0.705856
,0.705452
,0.687066
,0.677328
,0.648147
,0.637365
,0.645806
,0.598922
,0.618626
,0.587605
,0.610129
,0.618285
,0.609313
,0.609079
,0.587464
,0.615919
,0.608966
,0.607849
,0.571701
,0.604709
,0.595147
,0.610854
,0.601179
,0.603983
,0.622512
,0.618677
,0.622531
,0.608956
,0.623354
,0.618414
,0.608008
,0.609638
,0.598864
,0.589038
,0.611081
,0.604019
,0.598073
,0.613096
,0.614584
,0.612841
,0.589650
,0.601890
,0.609722
,0.597769
,0.638299
,0.611880
,0.612397
,0.635337
,0.620215
,0.611527
,0.598513
,0.598597
,0.601968
,0.604480
,0.604509
,0.624258
,0.617567
,0.643556
,0.646767
,0.645480
,0.645805
,0.637771
,0.631487
,0.623664
,0.633679
,0.611533
,0.611283
,0.602087
,0.608975
,0.614778
,0.602502
,0.584845
,0.564530
,0.577324
,0.594018
,0.588533
,0.596293
,0.593650
,0.599564
,0.591911
,0.624348
,0.640023
,0.596305
,0.609411
,0.569427
,0.595834
,0.598612
,0.622125
,0.603664
,0.582330
,0.576142
,0.594929
,0.606440
,0.570943
,0.597622
,0.589930
,0.589919
,0.589908
,0.589897
,0.589885
,0.589874
,0.589863
,0.589852
,0.589841
,0.589829
,0.589818
,0.589807
,0.589796
,0.589785
,0.589774
,0.589762
,0.589751
,0.589740
,0.589729
,0.589718
,0.589706
,0.589695
,0.589684
,0.589673
,0.589662
,0.589650
,0.589639
,0.589628
,0.589617
,0.589606
,0.589594
,0.589583
,0.589572
,0.589561
,0.589550
,0.589538
,0.589527
,0.589516
,0.589505
,0.589494
,0.589483
,0.589471
,0.589460
,0.589449
,0.589438
,0.589427
,0.589415
,0.589404
,0.589393
,0.589382
,0.589371
,0.589359
,0.589348
,0.589337
,0.589326
,0.589315
,0.589303
,0.589292
,0.589281
,0.589270
,0.589259
,0.589247
,0.589236
,0.589225
,0.589214
,0.589203
,0.589192
,0.589180
,0.589169
,0.589158
,0.589147
,0.589136
,0.589124
,0.589113
,0.589102
,0.589091
,0.589080
,0.589068
,0.589057
,0.589046
,0.589035
,0.589024
,0.589012
,0.589001
,0.588990
,0.588979
,0.588968
,0.588956
,0.588945
,0.588934
,0.588923
,0.588912
,0.588901
,0.588889
,0.588878
,0.588867
,0.588856
,0.588845
,0.588833
,0.588822
,0.588811
,0.588800
,0.588789
,0.588777
,0.588766
,0.588755
,0.588744
,0.588733
,0.588721
,0.588710
,0.588699
,0.588688
,0.588677
,0.588665
,0.588654
,0.588643
,0.588632
,0.588621
,0.588610
,0.588598
,0.588587
,0.588576
,0.588565
,0.588554
,0.588542
,0.588531
,0.588520
,0.588509
,0.588498
,0.588486
,0.588475
,0.588464
,0.588453
,0.588442
,0.588430
,0.588419
,0.588408
,0.588397
,0.588386
,0.588374
,0.588363
,0.588352
,0.588341
,0.588330
,0.588319
,0.588307
,0.588296
,0.588285
,0.588274
,0.588263
,0.588251
,0.588240
,0.588229
,0.588218
,0.588207
,0.588195
,0.588184
,0.588173
,0.588162
,0.588151
,0.588139
,0.588128
,0.588117
,0.588106
,0.588095
,0.588083
,0.588072
,0.588061
,0.588050
,0.588039
,0.588028
,0.588016
,0.588005
,0.587994
,0.587983
,0.587972
,0.587960
,0.587949
,0.587938
,0.587927
,0.587916
,0.587904
,0.587893
,0.587882
,0.587871
,0.587860
,0.587848
,0.587837
,0.587826
,0.587815
,0.587804
,0.587792
,0.587781
,0.587770
,0.587759
,0.587748
,0.587737
,0.587725
,0.587714
,0.587703
,0.587692
,0.587681
,0.587669
,0.587658
,0.587647
,0.587636
,0.587625
,0.587613
,0.587602
,0.587591
,0.587580
,0.587569
,0.587557
,0.587546
,0.587535
,0.587524
,0.587513
,0.587502
,0.587490
,0.587479
,0.587468
,0.587457
,0.587446
,0.587434
,0.587423
,0.587412
,0.587401
,0.587390
,0.587378
,0.587367
,0.587356
,0.587345
,0.587334
,0.587322
,0.587311
,0.587300
,0.587289
,0.587278
,0.587266
,0.587255
,0.587244
,0.587233
,0.587222
,0.587211
,0.587199
,0.587188
,0.587177
,0.587166
,0.587155
,0.587143
,0.587132
,0.587121
,0.587110
,0.587099
,0.587087
,0.587076
,0.587065
,0.587054
,0.587043
,0.587031
,0.587020
,0.587009
,0.586998
,0.586987
,0.586975
,0.586964
,0.586953
,0.586942
,0.586931
,0.586920
,0.586908
,0.586897
,0.586886
,0.586875
,0.586864
,0.586852
,0.586841
,0.586830
,0.586819
,0.586808
,0.586796
,0.586785
,0.586774
,0.586763
,0.586752
,0.586740
,0.586729
,0.586718
,0.586707
,0.586696
,0.586684
,0.586673
,0.586662
,0.586651
,0.586640
,0.586629
,0.586617
,0.586606
,0.586595
,0.586584
,0.586573
,0.586561
,0.586550
,0.586539
,0.586528
,0.586517
,0.586505
,0.586494
,0.586483
,0.586472
,0.586461
,0.586449
,0.586438
,0.586427
,0.586416
,0.586405
,0.586393
,0.586382
,0.586371
,0.586360
,0.586349
,0.586338
,0.586326
,0.586315
,0.586304
,0.586293
,0.586282
,0.586270
,0.586259
,0.586248
,0.586237
,0.586226
,0.586214
,0.586203
,0.586192
,0.586181
,0.586170
,0.586158
,0.586147
,0.586136
,0.586125
,0.586114
,0.586102
,0.586091
,0.586080
,0.586069
,0.586058
,0.586047
,0.586035
,0.586024
,0.586013
,0.586002
,0.585991
,0.585979
,0.585968
,0.585957
,0.585946
,0.585935
,0.585923
,0.585912
,0.585901
,0.585890
,0.585879
,0.585867
,0.585856
,0.585845
,0.585834
,0.585823
,0.585811
,0.585800
,0.585789
,0.585778
,0.585767
,0.585756
,0.585744
,0.585733
,0.585722
,0.585711
,0.585700
,0.585688
,0.585677
,0.585666
,0.585655
,0.585644
,0.585632
,0.585621
,0.585610
,0.585599
,0.585588
,0.585576
,0.585565
,0.585554
,0.585543
,0.585532
,0.585520
,0.585509
,0.585498
,0.585487
,0.585476
,0.585465
,0.585453
,0.585442
,0.585431
,0.585420
,0.585409
,0.585397
,0.585386
,0.585375
,0.585364
,0.585353
,0.585341
,0.585330
,0.585319
,0.585308
,0.585297
,0.585285
,0.585274
,0.585263
,0.585252
,0.585241
,0.585229
,0.585218
,0.585207
,0.585196
,0.585185
,0.585174
,0.585162
,0.585151
,0.585140
,0.585129
,0.585118
,0.585106
,0.585095
,0.585084
,0.585073
,0.585062
,0.585050
,0.585039
,0.585028
,0.585017
,0.585006
,0.584994
,0.584983
,0.584972
,0.584961
,0.584950
,0.584939
,0.584927
,0.584916
,0.584905
,0.584894
,0.584883
,0.584871
